age,job,marital,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31,11,1,0,1,1,1,5,1,107,1,0,-0.1,93.2,-42.0,4.153,5195.8
30,2,1,0,0,0,1,5,3,56,4,0,-0.1,93.2,-42.0,4.076,5195.8
31,1,1,0,1,0,0,3,2,61,1,0,-1.7,94.027,-38.3,0.903,4991.6
49,3,0,1,0,0,0,0,1,69,1,0,1.1,93.994,-36.4,4.857,5191.0
45,2,1,0,1,0,1,2,2,77,1,0,1.4,93.918,-42.7,4.963,5228.1
40,2,1,0,1,0,1,0,1,142,3,0,-1.8,92.893,-46.2,1.344,5099.1
43,6,0,0,1,0,1,2,2,129,2,0,1.4,93.918,-42.7,4.963,5228.1
31,4,0,0,1,0,0,1,2,131,2,0,1.4,94.465,-41.8,4.864,5228.1
49,3,0,1,0,0,0,1,4,151,1,0,1.4,94.465,-41.8,4.967,5228.1
47,10,0,0,2,2,1,3,4,86,3,0,1.4,93.444,-36.1,4.966,5228.1
50,4,1,1,1,0,1,2,1,96,5,0,1.4,93.918,-42.7,4.961,5228.1
30,2,0,0,0,0,1,8,1,259,1,0,-1.8,93.075,-47.1,1.423,5099.1
42,6,0,0,0,0,1,2,3,114,1,0,1.4,93.918,-42.7,4.968,5228.1
37,4,1,0,0,0,1,8,0,147,1,0,-1.8,93.075,-47.1,1.405,5099.1
33,4,1,0,1,0,0,7,1,244,2,0,-1.8,93.369,-34.8,0.646,5008.7
30,4,0,0,0,1,1,3,2,58,1,0,1.4,93.444,-36.1,4.964,5228.1
30,8,1,0,0,0,0,4,3,172,1,0,-3.4,92.431,-26.9,0.74,5017.5
39,4,0,0,2,2,0,0,2,575,2,0,1.1,93.994,-36.4,4.858,5191.0
49,7,0,0,0,0,1,9,2,387,1,0,-3.4,92.379,-29.8,0.768,5017.5
49,4,0,1,1,0,1,2,3,75,2,0,1.4,93.918,-42.7,4.968,5228.1
53,1,2,1,1,0,1,2,2,185,1,0,1.4,93.918,-42.7,4.962,5228.1
34,8,2,1,0,0,1,2,1,361,1,0,1.4,93.918,-42.7,4.962,5228.1
38,0,1,1,0,0,1,2,0,457,5,0,1.4,93.918,-42.7,4.96,5228.1
34,2,0,0,1,0,1,3,4,258,1,0,-2.9,92.201,-31.4,0.881,5076.2
40,1,0,0,1,0,0,2,0,167,3,0,1.4,93.918,-42.7,4.96,5228.1
29,4,1,0,1,1,1,0,4,215,2,0,-1.8,92.893,-46.2,1.25,5099.1
25,2,1,0,1,0,1,1,0,205,2,0,-2.9,92.963,-40.8,1.26,5076.2
30,4,1,0,0,0,1,5,2,757,2,0,-0.1,93.2,-42.0,4.12,5195.8
46,2,0,0,0,0,0,1,4,10,2,0,1.4,94.465,-41.8,4.959,5228.1
50,6,1,0,1,0,1,5,1,600,2,1,-0.1,93.2,-42.0,4.153,5195.8
59,5,0,0,1,0,1,2,0,664,7,0,1.4,93.918,-42.7,4.962,5228.1
34,2,1,0,1,0,1,3,0,382,3,0,1.4,93.444,-36.1,4.965,5228.1
33,3,0,0,0,0,0,0,1,176,3,0,1.1,93.994,-36.4,4.856,5191.0
37,2,0,0,1,1,1,1,1,123,2,0,-2.9,92.963,-40.8,1.262,5076.2
56,4,0,0,0,0,1,2,0,230,2,1,-1.7,94.215,-40.3,0.87,4991.6
70,5,0,0,0,0,1,7,0,422,3,1,-1.8,92.843,-50.0,1.629,5099.1
56,6,0,1,1,0,1,2,1,122,1,0,1.4,93.918,-42.7,4.961,5228.1
28,3,1,0,1,0,0,1,0,243,2,0,1.4,94.465,-41.8,4.961,5228.1
53,2,0,0,1,0,1,5,1,409,2,0,-3.4,92.649,-30.1,0.715,5017.5
59,5,0,0,1,0,1,2,4,1448,17,0,1.4,93.918,-42.7,4.962,5228.1
48,3,0,0,1,0,1,3,2,360,2,0,1.4,93.444,-36.1,4.964,5228.1
32,2,1,1,0,0,0,1,3,188,4,0,1.4,94.465,-41.8,4.958,5228.1
27,3,0,0,1,0,1,1,4,264,1,0,-2.9,92.963,-40.8,1.268,5076.2
85,5,0,1,1,0,1,8,1,129,3,0,-1.8,93.075,-47.1,1.405,5099.1
49,6,2,0,0,0,1,5,2,364,2,1,-0.1,93.2,-42.0,4.12,5195.8
56,3,0,1,1,0,1,2,3,10,5,0,1.4,93.918,-42.7,4.968,5228.1
32,3,0,1,1,0,0,0,1,128,1,0,1.1,93.994,-36.4,4.857,5191.0
40,6,0,1,0,0,0,0,4,45,2,0,1.1,93.994,-36.4,4.864,5191.0
33,4,1,0,0,0,1,2,4,141,2,0,1.4,93.918,-42.7,4.963,5228.1
35,1,2,0,1,1,0,0,2,294,3,0,1.1,93.994,-36.4,4.857,5191.0
42,2,0,0,1,0,1,3,1,130,2,0,1.4,93.444,-36.1,4.968,5228.1
52,0,2,0,1,0,0,0,2,222,4,0,1.1,93.994,-36.4,4.856,5191.0
58,5,0,1,0,0,1,2,1,307,1,0,1.4,93.918,-42.7,4.961,5228.1
36,2,0,0,0,0,0,0,2,856,2,0,1.1,93.994,-36.4,4.859,5191.0
57,5,0,1,1,0,0,0,4,42,2,0,1.1,93.994,-36.4,4.859,5191.0
53,8,2,0,1,0,1,5,3,73,1,0,-0.1,93.2,-42.0,4.076,5195.8
39,3,0,1,0,0,0,0,2,257,2,0,1.1,93.994,-36.4,4.857,5191.0
29,6,0,0,0,0,1,0,2,142,3,0,-1.8,92.893,-46.2,1.281,5099.1
34,4,0,0,0,0,1,7,0,83,13,0,-1.8,92.843,-50.0,1.629,5099.1
53,9,0,0,0,0,0,1,4,258,18,0,1.4,94.465,-41.8,4.959,5228.1
40,3,0,0,0,0,1,5,1,103,6,0,-0.1,93.2,-42.0,4.153,5195.8
63,0,0,0,1,0,1,9,2,299,1,1,-3.4,92.379,-29.8,0.749,5017.5
41,3,0,0,0,0,1,8,4,367,3,1,-1.8,93.075,-47.1,1.405,5099.1
54,3,0,1,0,0,1,0,0,108,1,0,-1.8,92.893,-46.2,1.244,5099.1
36,1,1,0,0,0,0,0,2,45,9,0,1.1,93.994,-36.4,4.858,5191.0
50,4,0,0,0,0,0,0,2,224,5,0,1.1,93.994,-36.4,4.856,5191.0
28,2,1,0,0,0,1,0,2,251,2,0,-1.8,92.893,-46.2,1.334,5099.1
44,4,2,0,1,0,0,1,0,173,1,0,1.4,94.465,-41.8,4.961,5228.1
25,11,1,0,0,0,1,4,4,554,3,0,-1.1,94.601,-49.5,1.029,4963.6
47,1,0,1,0,0,0,1,2,311,1,0,1.4,94.465,-41.8,4.962,5228.1
37,3,0,0,1,0,1,0,2,345,1,0,-1.8,92.893,-46.2,1.334,5099.1
33,4,0,0,0,0,0,0,2,123,2,0,1.1,93.994,-36.4,4.856,5191.0
39,8,0,0,0,1,1,8,1,389,1,0,-1.8,93.075,-47.1,1.453,5099.1
53,7,0,1,1,0,0,0,2,339,10,0,1.1,93.994,-36.4,4.858,5191.0
37,3,0,0,0,0,1,0,1,75,7,0,-1.8,92.893,-46.2,1.344,5099.1
45,4,2,1,0,0,1,3,0,43,3,0,1.4,93.444,-36.1,4.963,5228.1
54,5,0,0,1,0,1,5,0,55,1,0,-0.1,93.2,-42.0,4.191,5195.8
61,5,0,0,1,0,1,8,1,930,4,0,-1.8,93.749,-34.6,0.642,5008.7
31,6,1,0,1,0,1,3,0,72,1,0,1.4,93.444,-36.1,4.965,5228.1
34,6,0,0,1,1,0,0,2,145,1,0,1.1,93.994,-36.4,4.856,5191.0
28,4,1,0,1,0,1,0,2,244,1,0,-1.8,92.893,-46.2,1.281,5099.1
52,3,0,1,0,0,0,0,2,22,2,0,1.1,93.994,-36.4,4.856,5191.0
36,7,2,0,1,0,1,5,0,55,1,0,-0.1,93.2,-42.0,4.191,5195.8
37,3,0,1,1,1,1,8,0,17,6,1,-1.8,93.075,-47.1,1.405,5099.1
51,3,0,1,0,0,1,3,4,70,1,0,1.4,93.444,-36.1,4.963,5228.1
27,2,0,0,0,0,1,0,3,137,3,0,-1.8,92.893,-46.2,1.266,5099.1
26,6,1,0,1,0,1,5,0,112,5,0,-1.1,94.767,-50.8,1.039,4963.6
27,1,1,0,1,0,1,8,3,384,1,0,-1.8,93.075,-47.1,1.41,5099.1
38,2,2,0,0,0,1,3,3,201,2,0,-2.9,92.201,-31.4,0.851,5076.2
30,9,0,0,1,0,1,3,0,190,1,0,1.4,93.444,-36.1,4.97,5228.1
34,6,0,0,0,0,0,0,3,200,2,0,1.1,93.994,-36.4,4.86,5191.0
50,3,0,1,0,0,1,2,3,59,1,0,1.4,93.918,-42.7,4.958,5228.1
58,2,2,1,1,0,1,3,0,26,2,0,1.4,93.444,-36.1,4.965,5228.1
19,11,1,0,0,1,0,2,0,567,1,2,-1.7,94.215,-40.3,0.827,4991.6
31,1,1,0,1,0,1,5,3,1059,2,0,-0.1,93.2,-42.0,4.076,5195.8
56,6,0,0,0,0,1,5,2,266,2,0,-0.1,93.2,-42.0,4.12,5195.8
36,2,0,1,1,0,1,0,0,284,2,1,-1.8,92.893,-46.2,1.244,5099.1
33,1,0,0,0,0,1,2,1,280,5,0,1.4,93.918,-42.7,4.961,5228.1
31,4,0,0,1,0,0,0,0,45,4,0,-1.8,92.893,-46.2,1.244,5099.1
43,4,0,1,1,0,1,3,0,145,2,0,1.4,93.444,-36.1,4.965,5228.1
41,3,2,1,1,0,1,8,0,111,1,0,-1.8,93.075,-47.1,1.405,5099.1
48,4,0,0,0,1,1,4,3,288,3,0,-3.4,92.431,-26.9,0.722,5017.5
38,4,0,0,0,0,1,3,0,923,1,1,-2.9,92.201,-31.4,0.884,5076.2
51,3,0,1,1,0,0,1,0,254,1,0,1.4,94.465,-41.8,4.96,5228.1
53,4,0,0,1,1,0,0,1,92,2,0,1.1,93.994,-36.4,4.857,5191.0
30,8,1,0,0,0,1,8,3,245,3,0,-1.8,93.075,-47.1,1.435,5099.1
41,0,2,0,0,0,1,5,2,105,2,1,-0.1,93.2,-42.0,4.12,5195.8
43,3,0,1,0,0,1,2,3,401,1,0,1.4,93.918,-42.7,4.962,5228.1
50,2,0,0,1,0,1,3,1,304,8,0,1.4,93.444,-36.1,4.966,5228.1
42,6,2,0,0,0,1,0,4,13,2,1,-1.8,92.893,-46.2,1.313,5099.1
29,2,1,0,1,0,0,1,2,694,2,0,1.4,94.465,-41.8,4.959,5228.1
51,2,0,0,0,0,1,3,3,335,1,0,1.4,93.444,-36.1,4.963,5228.1
32,2,1,0,1,0,1,3,4,233,1,0,1.4,93.444,-36.1,4.966,5228.1
36,3,0,0,1,0,1,0,3,25,1,0,-1.8,92.893,-46.2,1.327,5099.1
40,3,0,1,1,0,0,1,1,49,1,0,1.4,94.465,-41.8,4.864,5228.1
31,2,0,0,0,0,0,0,2,197,2,0,1.1,93.994,-36.4,4.859,5191.0
26,3,1,0,1,1,1,0,2,94,3,0,-1.8,92.893,-46.2,1.281,5099.1
54,4,0,1,0,0,1,0,4,56,5,0,-1.8,92.893,-46.2,1.313,5099.1
54,4,0,0,1,1,1,3,3,64,2,0,1.4,93.444,-36.1,4.964,5228.1
37,3,0,0,1,0,0,0,3,112,3,0,1.1,93.994,-36.4,4.855,5191.0
45,8,0,0,0,0,1,0,4,374,1,1,-1.8,93.876,-40.0,0.695,5008.7
44,6,0,0,1,0,1,5,3,176,1,0,-0.1,93.2,-42.0,4.076,5195.8
30,11,0,0,1,0,1,3,0,186,3,1,-2.9,92.201,-31.4,0.821,5076.2
32,6,1,0,1,0,1,0,1,1710,2,0,-1.8,92.893,-46.2,1.291,5099.1
45,3,0,0,1,0,0,0,2,204,1,0,1.1,93.994,-36.4,4.858,5191.0
38,4,0,0,0,0,1,5,2,194,2,1,-0.1,93.2,-42.0,4.12,5195.8
35,3,0,0,1,0,1,6,3,105,1,3,-3.0,92.713,-33.0,0.707,5023.5
58,5,0,1,1,0,1,0,1,159,1,1,-1.8,92.893,-46.2,1.344,5099.1
36,3,1,0,0,0,0,0,4,522,1,0,1.1,93.994,-36.4,4.864,5191.0
58,6,0,0,1,0,1,2,0,260,1,0,1.4,93.918,-42.7,4.96,5228.1
23,2,1,0,1,0,1,2,0,34,3,0,1.4,93.918,-42.7,4.96,5228.1
36,4,0,0,0,0,1,5,3,70,1,1,-0.1,93.2,-42.0,4.076,5195.8
54,0,0,0,0,0,1,8,3,381,1,0,-1.8,93.075,-47.1,1.365,5099.1
49,1,0,0,1,0,0,0,2,214,1,0,1.1,93.994,-36.4,4.859,5191.0
45,3,2,0,1,0,1,2,2,112,1,0,1.4,93.918,-42.7,4.962,5228.1
44,2,1,0,1,0,1,5,3,931,4,0,-0.1,93.2,-42.0,4.076,5195.8
31,3,2,0,0,1,0,1,0,27,3,0,1.4,94.465,-41.8,4.96,5228.1
39,6,2,1,1,0,1,2,3,86,1,0,1.4,93.918,-42.7,4.968,5228.1
25,10,1,0,0,0,1,2,1,272,7,0,1.4,93.918,-42.7,4.961,5228.1
31,0,0,0,0,1,1,3,1,129,6,0,1.4,93.444,-36.1,4.966,5228.1
53,2,1,1,1,0,0,0,2,122,2,0,1.1,93.994,-36.4,4.856,5191.0
44,3,0,0,0,0,1,3,4,460,1,0,1.4,93.444,-36.1,4.964,5228.1
35,11,1,1,0,0,0,0,3,297,1,0,1.1,93.994,-36.4,4.86,5191.0
52,2,1,0,0,1,1,1,0,212,1,0,-2.9,92.963,-40.8,1.266,5076.2
46,7,0,0,0,0,1,2,1,182,1,0,1.4,93.918,-42.7,4.961,5228.1
46,1,0,0,1,0,1,2,0,170,3,0,1.4,93.918,-42.7,4.96,5228.1
50,2,0,0,1,1,1,2,1,635,1,0,1.4,93.918,-42.7,4.962,5228.1
30,2,1,0,0,1,1,0,4,154,2,0,-1.8,92.893,-46.2,1.313,5099.1
41,6,0,1,0,0,0,0,1,448,1,0,1.1,93.994,-36.4,4.857,5191.0
26,6,0,0,0,0,1,0,3,84,4,0,-1.8,92.893,-46.2,1.266,5099.1
58,6,0,0,0,1,0,0,0,312,1,0,1.1,93.994,-36.4,4.857,5191.0
40,6,0,0,1,1,0,1,4,162,1,0,1.4,94.465,-41.8,4.947,5228.1
39,3,0,0,0,0,0,1,0,200,2,0,1.4,94.465,-41.8,4.865,5228.1
34,8,1,0,1,0,0,0,0,150,2,0,1.1,93.994,-36.4,4.857,5191.0
61,5,0,0,0,0,0,4,1,515,1,0,-3.4,92.431,-26.9,0.728,5017.5
37,3,0,0,0,0,0,0,1,298,3,0,1.1,93.994,-36.4,4.857,5191.0
36,3,0,0,1,0,0,0,2,231,2,0,1.1,93.994,-36.4,4.856,5191.0
27,1,0,0,1,0,1,2,0,250,3,0,1.4,93.918,-42.7,4.962,5228.1
34,2,0,0,0,0,0,1,3,29,11,0,1.4,94.465,-41.8,4.961,5228.1
38,5,1,1,0,0,1,2,1,129,2,0,1.4,93.918,-42.7,4.961,5228.1
49,4,0,1,2,2,0,0,2,865,2,0,1.1,93.994,-36.4,4.856,5191.0
69,5,0,0,1,0,1,5,3,355,3,0,-3.4,92.649,-30.1,0.716,5017.5
51,8,0,0,1,1,1,5,3,244,1,0,-0.1,93.2,-42.0,4.076,5195.8
46,3,0,0,0,1,0,0,3,599,2,0,1.1,93.994,-36.4,4.86,5191.0
32,2,1,0,2,2,1,0,1,129,2,0,-1.8,92.893,-46.2,1.266,5099.1
33,4,0,0,0,1,1,0,3,169,3,1,-1.8,92.893,-46.2,1.266,5099.1
46,4,0,0,1,0,1,3,2,114,3,0,1.4,93.444,-36.1,4.965,5228.1
50,4,1,1,0,0,0,2,3,125,6,0,1.4,93.918,-42.7,4.968,5228.1
37,6,1,0,0,0,1,8,0,161,1,1,-1.8,93.749,-34.6,0.642,5008.7
24,1,1,0,1,0,1,2,3,576,2,0,1.4,93.918,-42.7,4.962,5228.1
27,2,1,1,1,0,1,2,1,77,1,0,1.4,93.918,-42.7,4.961,5228.1
32,1,1,1,0,0,1,2,1,981,1,0,1.4,93.918,-42.7,4.961,5228.1
28,3,0,0,1,0,1,2,0,225,3,0,1.4,93.918,-42.7,4.96,5228.1
35,3,0,1,0,0,0,1,0,579,4,0,1.4,94.465,-41.8,4.961,5228.1
39,3,0,0,0,0,0,0,2,108,6,0,1.1,93.994,-36.4,4.856,5191.0
41,7,0,0,0,0,1,9,2,182,1,3,-1.1,94.199,-37.5,0.879,4963.6
37,2,0,1,1,0,0,1,1,113,4,0,1.4,94.465,-41.8,4.864,5228.1
36,3,0,0,0,0,1,8,3,1174,1,0,-1.8,93.075,-47.1,1.41,5099.1
31,4,1,0,1,0,1,5,3,88,5,0,-0.1,93.2,-42.0,4.076,5195.8
46,3,0,0,1,0,1,0,0,98,2,1,-1.8,92.893,-46.2,1.244,5099.1
30,4,1,0,1,0,0,0,2,343,1,0,1.1,93.994,-36.4,4.859,5191.0
19,11,1,0,0,0,1,8,3,165,3,0,-1.8,93.075,-47.1,1.41,5099.1
42,3,0,1,1,0,0,0,1,326,1,0,1.1,93.994,-36.4,4.857,5191.0
41,2,0,0,1,1,1,0,0,217,1,0,-1.8,92.893,-46.2,1.264,5099.1
33,2,1,0,0,0,0,5,3,36,3,0,-0.1,93.2,-42.0,4.076,5195.8
34,2,1,0,0,0,1,0,4,101,4,1,-1.8,92.893,-46.2,1.25,5099.1
39,3,1,1,1,0,1,0,2,82,2,1,-1.8,92.893,-46.2,1.334,5099.1
33,1,0,0,0,0,1,1,0,472,1,1,-1.7,94.055,-39.8,0.72,4991.6
32,3,0,0,0,1,1,5,2,188,2,0,-0.1,93.2,-42.0,4.12,5195.8
31,1,2,0,1,0,1,8,0,267,1,0,-1.8,93.075,-47.1,1.405,5099.1
34,1,0,0,0,1,0,1,1,222,3,0,1.4,94.465,-41.8,4.961,5228.1
34,6,0,0,2,2,1,5,2,151,2,0,-0.1,93.2,-42.0,4.12,5195.8
44,3,0,0,1,0,0,0,0,592,4,0,1.1,93.994,-36.4,4.857,5191.0
40,2,1,0,0,0,0,0,1,64,1,0,1.1,93.994,-36.4,4.856,5191.0
64,6,0,0,1,0,1,8,4,693,2,0,-1.8,93.075,-47.1,1.4,5099.1
50,10,0,0,1,1,0,0,2,161,1,0,1.1,93.994,-36.4,4.856,5191.0
42,7,0,0,1,1,1,3,3,250,4,2,-2.9,92.201,-31.4,0.883,5076.2
39,3,0,1,1,0,1,2,2,165,5,0,1.4,93.918,-42.7,4.957,5228.1
29,1,1,0,1,1,1,3,3,99,3,0,1.4,93.444,-36.1,4.968,5228.1
55,6,0,0,1,0,1,0,0,90,1,1,-1.8,92.893,-46.2,1.299,5099.1
38,8,0,1,0,0,0,1,0,96,10,0,1.4,94.465,-41.8,4.961,5228.1
32,4,0,0,0,0,1,2,2,124,1,0,1.4,93.918,-42.7,4.957,5228.1
35,3,0,0,1,0,1,2,1,506,1,0,1.4,93.918,-42.7,4.961,5228.1
47,8,0,0,1,0,1,3,4,97,2,0,1.4,93.444,-36.1,4.966,5228.1
28,4,2,0,1,0,1,2,0,247,1,0,1.4,93.918,-42.7,4.96,5228.1
31,2,1,0,1,0,1,2,2,167,1,1,-2.9,92.469,-33.6,1.029,5076.2
30,2,0,0,1,0,1,0,1,358,1,0,-1.8,92.893,-46.2,1.291,5099.1
47,2,2,0,1,0,0,0,0,256,4,0,1.1,93.994,-36.4,4.857,5191.0
44,3,0,0,0,1,1,0,3,244,2,0,-1.8,92.893,-46.2,1.327,5099.1
36,3,1,0,0,0,0,1,1,145,1,0,1.4,94.465,-41.8,4.961,5228.1
55,2,0,0,0,0,0,0,4,129,6,0,1.1,93.994,-36.4,4.857,5191.0
30,1,0,0,0,0,0,0,2,133,2,0,1.1,93.994,-36.4,4.859,5191.0
38,2,2,0,1,0,0,0,4,224,5,0,1.1,93.994,-36.4,4.864,5191.0
38,7,0,1,1,0,0,2,1,156,1,0,1.4,93.918,-42.7,4.961,5228.1
29,2,0,0,0,0,1,5,2,406,3,0,-0.1,93.2,-42.0,4.12,5195.8
60,6,0,0,0,0,0,1,0,316,2,0,1.4,94.465,-41.8,4.961,5228.1
42,3,0,0,0,0,0,1,0,384,1,0,1.4,94.465,-41.8,4.865,5228.1
30,4,1,0,0,0,1,3,0,79,2,0,1.4,93.444,-36.1,4.965,5228.1
56,5,0,1,1,1,0,0,1,316,4,0,1.1,93.994,-36.4,4.857,5191.0
56,5,0,1,1,1,0,0,0,77,1,0,1.1,93.994,-36.4,4.857,5191.0
24,4,1,0,1,0,1,8,4,326,3,0,-1.8,93.075,-47.1,1.479,5099.1
44,10,0,0,1,0,0,0,3,181,2,0,1.1,93.994,-36.4,4.855,5191.0
40,3,2,0,1,0,0,0,2,110,2,0,1.1,93.994,-36.4,4.856,5191.0
26,1,1,0,1,0,1,0,0,274,1,0,-1.8,92.893,-46.2,1.299,5099.1
29,1,1,0,1,0,0,1,3,1018,3,0,1.4,94.465,-41.8,4.866,5228.1
26,4,1,0,0,0,0,0,1,126,1,0,1.1,93.994,-36.4,4.857,5191.0
35,7,0,0,0,0,0,0,3,17,25,0,1.1,93.994,-36.4,4.86,5191.0
30,3,1,0,1,0,1,5,2,225,1,0,-0.1,93.2,-42.0,4.12,5195.8
39,2,0,0,0,0,0,1,0,69,3,0,1.4,94.465,-41.8,4.96,5228.1
31,8,0,0,0,0,0,0,3,301,4,0,1.1,93.994,-36.4,4.86,5191.0
43,3,1,0,1,0,0,0,4,551,2,0,1.1,93.994,-36.4,4.855,5191.0
55,2,2,0,1,0,0,0,0,38,4,0,1.1,93.994,-36.4,4.857,5191.0
41,10,0,0,0,0,0,0,2,109,1,0,1.1,93.994,-36.4,4.859,5191.0
31,8,0,0,1,1,0,1,0,464,1,0,1.4,94.465,-41.8,4.865,5228.1
38,3,0,0,0,1,1,0,1,306,2,0,-1.8,92.893,-46.2,1.291,5099.1
36,6,0,0,0,0,0,0,1,93,1,0,1.1,93.994,-36.4,4.856,5191.0
32,3,2,1,1,0,1,2,2,97,2,0,1.4,93.918,-42.7,4.963,5228.1
41,0,0,1,1,0,0,0,1,129,2,0,1.1,93.994,-36.4,4.856,5191.0
72,5,0,1,1,0,1,5,4,96,2,0,-3.4,92.649,-30.1,0.718,5017.5
37,2,0,0,0,1,1,2,3,175,3,0,1.4,93.918,-42.7,4.968,5228.1
42,3,0,0,1,1,0,0,1,99,1,0,1.1,93.994,-36.4,4.856,5191.0
31,3,0,0,1,0,1,1,0,382,2,0,-2.9,92.963,-40.8,1.26,5076.2
53,6,0,1,0,0,0,0,2,528,2,0,1.1,93.994,-36.4,4.857,5191.0
43,6,0,0,0,0,1,3,2,204,2,0,1.4,93.444,-36.1,4.964,5228.1
46,0,0,0,1,0,0,2,2,220,2,0,1.4,93.918,-42.7,4.956,5228.1
29,4,0,0,1,0,1,2,3,189,1,0,1.4,93.918,-42.7,4.963,5228.1
44,4,0,0,1,0,1,2,2,188,2,0,-2.9,92.469,-33.6,1.029,5076.2
28,1,1,0,1,0,1,0,3,406,2,0,-1.8,92.893,-46.2,1.266,5099.1
34,2,0,0,1,0,1,8,0,401,2,0,-1.8,93.075,-47.1,1.405,5099.1
33,2,2,0,0,0,1,3,2,259,2,0,1.4,93.444,-36.1,4.964,5228.1
51,2,1,1,0,0,1,5,4,224,2,1,-0.1,93.2,-42.0,4.021,5195.8
31,2,1,0,1,0,1,8,3,119,1,0,-1.8,93.075,-47.1,1.365,5099.1
27,4,2,1,0,0,1,0,4,184,4,0,-1.8,92.893,-46.2,1.25,5099.1
40,3,0,0,1,0,1,0,3,160,4,0,-1.8,92.893,-46.2,1.327,5099.1
35,4,1,0,1,0,1,5,2,112,1,0,-0.1,93.2,-42.0,4.12,5195.8
48,3,0,0,0,1,1,2,4,425,2,0,1.4,93.918,-42.7,4.959,5228.1
35,2,1,0,0,0,0,1,0,320,2,0,1.4,94.465,-41.8,4.96,5228.1
38,6,0,0,0,0,1,0,3,155,1,1,-1.8,92.893,-46.2,1.327,5099.1
46,3,0,1,1,0,1,3,2,1357,3,0,1.4,93.444,-36.1,4.967,5228.1
34,4,1,0,1,0,1,3,0,72,1,0,1.4,93.444,-36.1,4.965,5228.1
26,11,1,0,0,1,1,0,0,90,2,0,-1.8,92.893,-46.2,1.354,5099.1
53,4,0,0,1,0,1,3,1,105,1,0,1.4,93.444,-36.1,4.968,5228.1
33,3,1,0,1,0,1,7,2,163,1,0,-1.8,92.843,-50.0,1.602,5099.1
85,5,0,0,0,0,1,3,1,140,1,0,-2.9,92.201,-31.4,0.883,5076.2
35,1,1,0,0,1,1,0,3,184,1,1,-1.8,92.893,-46.2,1.327,5099.1
41,6,0,0,2,2,1,0,1,369,1,0,-1.8,92.893,-46.2,1.291,5099.1
36,10,2,0,1,0,1,5,4,230,3,0,-0.1,93.2,-42.0,4.021,5195.8
37,4,1,0,0,1,1,0,4,20,6,0,-1.8,92.893,-46.2,1.25,5099.1
37,2,0,0,1,0,0,1,0,23,2,0,1.4,94.465,-41.8,4.865,5228.1
29,4,0,0,0,0,0,1,2,129,10,0,1.4,94.465,-41.8,4.962,5228.1
33,4,0,0,0,0,1,9,2,216,1,0,-1.1,94.199,-37.5,0.876,4963.6
39,2,1,0,1,0,0,1,4,141,3,0,1.4,94.465,-41.8,4.967,5228.1
25,3,1,0,0,0,1,7,3,456,2,2,-1.8,93.369,-34.8,0.654,5008.7
34,4,0,0,1,0,1,3,4,31,1,0,1.4,93.444,-36.1,4.966,5228.1
46,0,0,0,0,0,0,0,1,106,2,0,1.1,93.994,-36.4,4.857,5191.0
28,6,0,0,1,0,0,2,2,134,2,0,1.4,93.918,-42.7,4.956,5228.1
31,1,0,1,1,0,1,5,2,82,1,1,-0.1,93.2,-42.0,4.12,5195.8
42,10,0,1,1,0,0,0,0,293,1,0,1.1,93.994,-36.4,4.857,5191.0
35,2,1,0,1,1,1,0,0,439,2,0,-1.8,92.893,-46.2,1.299,5099.1
71,5,0,0,1,1,1,6,3,182,1,1,-3.0,92.713,-33.0,0.714,5023.5
40,0,0,0,1,1,0,8,2,169,1,1,-1.8,93.075,-47.1,1.445,5099.1
33,4,0,0,0,1,1,8,3,667,1,0,-1.8,93.075,-47.1,1.41,5099.1
44,3,1,1,1,0,1,5,3,39,1,0,-0.1,93.2,-42.0,4.076,5195.8
32,4,1,0,1,0,1,2,3,81,2,0,1.4,93.918,-42.7,4.968,5228.1
38,3,1,0,0,0,0,1,1,123,1,0,1.4,94.465,-41.8,4.961,5228.1
32,2,1,0,0,0,1,2,3,330,1,0,1.4,93.918,-42.7,4.958,5228.1
38,2,0,0,0,0,1,0,4,240,1,0,-1.8,92.893,-46.2,1.313,5099.1
35,4,1,0,0,0,0,0,3,19,7,0,-1.8,92.893,-46.2,1.266,5099.1
29,4,1,0,0,0,1,3,2,185,4,0,1.4,93.444,-36.1,4.964,5228.1
36,3,0,0,0,0,0,0,2,66,3,0,1.1,93.994,-36.4,4.856,5191.0
30,4,1,0,1,0,1,2,3,369,6,0,1.4,93.918,-42.7,4.963,5228.1
32,3,1,1,2,2,1,2,1,199,4,0,1.4,93.918,-42.7,4.961,5228.1
34,3,0,0,1,1,1,0,2,143,2,0,-1.8,92.893,-46.2,1.281,5099.1
35,3,0,0,0,0,1,0,3,446,1,1,-1.8,92.893,-46.2,1.327,5099.1
42,4,2,0,1,1,1,3,1,158,1,0,1.4,93.444,-36.1,4.966,5228.1
29,6,1,0,1,0,0,5,2,103,1,0,-0.1,93.2,-42.0,4.12,5195.8
34,1,2,0,0,0,0,2,3,212,4,0,1.4,93.918,-42.7,4.962,5228.1
38,2,0,0,1,0,1,0,4,1281,1,0,-1.8,92.893,-46.2,1.313,5099.1
52,0,0,1,0,0,0,1,3,92,2,0,1.4,94.465,-41.8,4.866,5228.1
